id,title,description,priority_label,impact_annotation,urgency_annotation,category
AUSSEN-M-054,Verschobene Pflasterkante,Kante nicht bündig,medium,mittel,mittel,Außenbereich
AUSSEN-M-055,Leichte Beschädigung am Zaun,Zaun leicht verbogen,medium,mittel,mittel,Außenbereich
AUSSEN-M-056,Abnutzung an Außentreppe,Stufen stark genutzt,medium,mittel,mittel,Außenbereich
AUSSEN-M-057,Außenbereich schlecht beleuchtet,Licht reicht nicht aus,medium,mittel,mittel,Außenbereich
AUSSEN-M-058,Unregelmäßige Pflasterhöhe,Höhenunterschiede sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-059,Verschmutzte Sitzfläche,Bank verschmutzt,medium,mittel,mittel,Außenbereich
AUSSEN-M-060,Leicht beschädigter Bordstein,Kleine Absplitterung,medium,mittel,mittel,Außenbereich
AUSSEN-L-001,Verblasste Pflasterfarbe,Farbe des Pflasters ausgeblichen,low,gering,gering,Außenbereich
AUSSEN-L-002,Leichte Verschmutzung im Hof,Staub und Schmutz sichtbar,low,gering,gering,Außenbereich
AUSSEN-L-003,Moosansatz an Randsteinen,Moos wächst an Kanten,low,gering,gering,Außenbereich
AUSSEN-L-004,Kleine Kratzer an Sitzbank,Oberflächliche Kratzer,low,gering,gering,Außenbereich
AUSSEN-L-005,Verwitterte Markierung,Markierung optisch verblasst,low,gering,gering,Außenbereich
AUSSEN-L-006,Laubansammlung im Eingangsbereich,Laub liegt auf Boden,low,gering,gering,Außenbereich
AUSSEN-L-007,Leichte Rostspuren am Zaun,Oberflächlicher Rost,low,gering,gering,Außenbereich
AUSSEN-L-008,Staubige Außenleuchte,Leuchte verschmutzt,low,gering,gering,Außenbereich
AUSSEN-L-009,Abgenutzte Sitzfläche,Bank zeigt Nutzungsspuren,low,gering,gering,Außenbereich
AUSSEN-L-010,Verblasste Beschilderung,Text noch lesbar,low,gering,gering,Außenbereich
AUSSEN-L-011,Kleine Farbabsplitterung am Geländer,Farbe platzt leicht ab,low,gering,gering,Außenbereich
AUSSEN-L-012,Uneinheitliche Pflasterfarbe,Farbunterschiede sichtbar,low,gering,gering,Außenbereich
AUSSEN-L-013,Leichter Schmutz an Außenwand,Verschmutzung gering,low,gering,gering,Außenbereich
AUSSEN-L-014,Blätter auf Parkplatz,Parkfläche nicht gereinigt,low,gering,gering,Außenbereich
AUSSEN-L-015,Leichte Abnutzung an Bordstein,Bordstein optisch abgenutzt,low,gering,gering,Außenbereich
AUSSEN-L-016,Staubansammlung an Rampe,Rampe leicht verschmutzt,low,gering,gering,Außenbereich
AUSSEN-L-017,Verblasste Außenfarbe,Außenfläche wirkt matt,low,gering,gering,Außenbereich
AUSSEN-L-018,Kleine Verfärbung im Pflaster,Fleck im Bodenbelag,low,gering,gering,Außenbereich
AUSSEN-L-019,Leichte Verschmutzung an Geländer,Geländer staubig,low,gering,gering,Außenbereich
AUSSEN-L-020,Abgenutzte Außenmöbel,Möbel optisch gealtert,low,gering,gering,Außenbereich
AUSSEN-L-021,Moos an Treppenkante,Geringer Moosbewuchs,low,gering,gering,Außenbereich
AUSSEN-L-022,Unregelmäßige Farbpatina,Patina altersbedingt,low,gering,gering,Außenbereich
AUSSEN-L-023,Staub auf Sitzbank,Bank nicht gereinigt,low,gering,gering,Außenbereich
AUSSEN-L-024,Leichte Verschmutzung an Zufahrt,Schmutz sichtbar,low,gering,gering,Außenbereich
AUSSEN-L-025,Verwittertes Schild,Schild optisch alt,low,gering,gering,Außenbereich
AUSSEN-L-026,Leichte Abnutzung an Pflasterkante,Kante optisch abgenutzt,low,gering,gering,Außenbereich
AUSSEN-L-027,Staubige Parkfläche,Feiner Staubbelag,low,gering,gering,Außenbereich
AUSSEN-L-028,Verblasste Außenmarkierung,Markierung kaum sichtbar,low,gering,gering,Außenbereich
AUSSEN-L-029,Kleine optische Risse,Risse ohne Relevanz,low,gering,gering,Außenbereich
AUSSEN-L-030,Allgemeine Abnutzungsspuren,Nutzung sichtbar,low,gering,gering,Außenbereich
AUSSEN-H-066,Sturmschaden: Dachrinne abgestürzt,Eine Dachrinne ist herabgestürzt und liegt im Zugangsbereich.,high,hoch,hoch,Außenbereich
AUSSEN-H-067,Tiefer Spalt im Gehweg,"Im Gehweg hat sich ein tiefer Spalt geöffnet, Stolpergefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-068,Geländer an Rampe lose,Das Geländer der Außenrampe ist lose und wackelt stark.,high,hoch,hoch,Außenbereich
AUSSEN-H-069,Außenlampe mit offenem Kabel,An einer Außenleuchte hängt ein offenes Kabel herunter.,high,hoch,hoch,Außenbereich
AUSSEN-H-070,Schachtdeckel gebrochen,Ein Schachtdeckel ist gebrochen und teilweise eingebrochen.,high,hoch,hoch,Außenbereich
AUSSEN-H-071,Torflügel droht auszuhängen,Ein Torflügel hängt schief und könnte herausfallen.,high,hoch,hoch,Außenbereich
AUSSEN-H-072,Lose Pflasterplatten am Eingang,Mehrere Platten sind lose und kippen im Eingangsbereich.,high,hoch,hoch,Außenbereich
AUSSEN-H-073,Umgestürzte Bauzäune,Bauzäune sind umgefallen und blockieren den Durchgang.,high,hoch,hoch,Außenbereich
AUSSEN-H-074,Absturzgefahr an Lichtschacht,Ein Lichtschacht ist ungesichert und offen zugänglich.,high,hoch,hoch,Außenbereich
AUSSEN-H-075,Rutschgefahr durch Ölspur,"Auf der Zufahrt befindet sich eine Ölspur, akute Rutschgefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-076,Stark beschädigte Spielplatzkante,"Eine Kante am Spielbereich ist gebrochen, Verletzungsgefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-077,Herausragende Schrauben am Geländer,"Am Außengeländer ragen Schrauben heraus, Verletzungsgefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-078,Weg durch Wasser überschwemmt,"Nach Starkregen steht Wasser hoch, Weg ist nicht passierbar.",high,hoch,hoch,Außenbereich
AUSSEN-H-079,Unterspülter Randstein,Randstein wurde unterspült und kann wegbrechen.,high,hoch,hoch,Außenbereich
AUSSEN-H-080,Schranke fährt unkontrolliert,Die Schranke bewegt sich unkontrolliert und gefährdet Personen.,high,hoch,hoch,Außenbereich
AUSSEN-H-081,Außensteckdose beschädigt,"Außensteckdose ist beschädigt und offen, Stromschlaggefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-082,Kippende Laterne,Eine Laterne steht schief und könnte umstürzen.,high,hoch,hoch,Außenbereich
AUSSEN-H-083,Geländermodul fehlt,"Ein Geländerteil fehlt komplett, Absturzgefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-084,Offene Grube nach Reparatur,Nach Arbeiten ist eine Grube ungesichert offen geblieben.,high,hoch,hoch,Außenbereich
AUSSEN-H-085,Große Scherben im Zugang,"Im Zugang liegen viele Glasscherben, Verletzungsgefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-086,Defekter Gullirand scharfkantig,Der Rand eines Gullys ist scharfkantig und frei liegend.,high,hoch,hoch,Außenbereich
AUSSEN-H-087,Zuweg vereiste Stufe,Eine Stufe ist stark vereist und sehr glatt.,high,hoch,hoch,Außenbereich
AUSSEN-H-088,Lockere Mauerabdeckung,Eine Mauerabdeckung ist locker und könnte herabfallen.,high,hoch,hoch,Außenbereich
AUSSEN-H-089,Außenbereich: Rauchentwicklung aus Schacht,"Aus einem Schacht steigt Rauch auf, mögliche Gefahr.",high,hoch,hoch,Außenbereich
AUSSEN-H-090,Böschung nach Regen abgerutscht,"Ein Teil der Böschung ist abgerutscht, Weg wurde unterspült.",high,hoch,hoch,Außenbereich
AUSSEN-M-061,Leicht lockerer Gullydeckel,Ein Gullydeckel sitzt nicht fest und klappert bei Belastung.,medium,mittel,mittel,Außenbereich
AUSSEN-M-062,Unebene Rampe,"Die Rampe ist an einer Stelle uneben, Nutzung eingeschränkt.",medium,mittel,mittel,Außenbereich
AUSSEN-M-063,Schwache Beleuchtung am Zugang,Die Beleuchtung am Zugang ist zu schwach und blendet teilweise.,medium,mittel,mittel,Außenbereich
AUSSEN-M-064,Rost an Außengeländer,Am Außengeländer sind stärkere Roststellen sichtbar.,medium,mittel,mittel,Außenbereich
AUSSEN-M-065,Kleine Absenkung am Gehweg,Der Gehweg ist an einer Stelle leicht abgesackt.,medium,mittel,mittel,Außenbereich
AUSSEN-M-066,Pflasterfuge ausgewaschen,"Fugen sind ausgewaschen, einzelne Steine werden locker.",medium,mittel,mittel,Außenbereich
AUSSEN-M-067,Tor schließt nicht sauber,"Das Außentor schließt nicht bündig, muss nachgestellt werden.",medium,mittel,mittel,Außenbereich
AUSSEN-M-068,Beschädigte Sitzbanklatte,"Eine Latte der Bank ist beschädigt, Nutzung noch möglich.",medium,mittel,mittel,Außenbereich
AUSSEN-M-069,Entwässerungsrinne verschmutzt,"Die Rinne ist verschmutzt, Wasser läuft verzögert ab.",medium,mittel,mittel,Außenbereich
AUSSEN-M-070,Beschilderung beschädigt,Ein Hinweisschild ist beschädigt und schwer lesbar.,medium,mittel,mittel,Außenbereich
AUSSEN-M-071,Leichte Kantenbildung am Bordstein,Am Bordstein hat sich eine kleine Kante gebildet.,medium,mittel,mittel,Außenbereich
AUSSEN-M-072,Außenleuchte locker,"Die Außenleuchte ist locker, aber noch funktionsfähig.",medium,mittel,mittel,Außenbereich
AUSSEN-M-073,Zaunpfosten wackelt,Ein Zaunpfosten wackelt und muss befestigt werden.,medium,mittel,mittel,Außenbereich
AUSSEN-M-074,Pfütze an Zufahrt,Nach Regen bildet sich an der Zufahrt regelmäßig eine Pfütze.,medium,mittel,mittel,Außenbereich
AUSSEN-M-075,Rutschige Stufe,"Eine Außentreppe ist rutschig, Oberflächenbelag abgenutzt.",medium,mittel,mittel,Außenbereich
AUSSEN-M-076,Laub sammelt sich im Zuweg,"Laub sammelt sich, Reinigung erforderlich.",medium,mittel,mittel,Außenbereich
AUSSEN-M-077,Unebene Parkfläche,"Die Parkfläche ist leicht uneben, Komfort eingeschränkt.",medium,mittel,mittel,Außenbereich
AUSSEN-M-078,Kleinere Risse in Pflaster,Mehrere kleine Risse im Pflaster sichtbar.,medium,mittel,mittel,Außenbereich
AUSSEN-M-079,Außenmöbel wackeln,Außenmöbel wackeln leicht und sollten nachgezogen werden.,medium,mittel,mittel,Außenbereich
AUSSEN-M-080,Abdeckung an Leuchte beschädigt,"Abdeckung einer Leuchte ist beschädigt, Licht streut ungleichmäßig.",medium,mittel,mittel,Außenbereich
AUSSEN-L-031,Leichte Verfärbung am Bordstein,Am Bordstein sind leichte Verfärbungen sichtbar.,low,gering,gering,Außenbereich
AUSSEN-L-032,Staub auf Beschilderung,Beschilderung ist leicht verstaubt.,low,gering,gering,Außenbereich
AUSSEN-L-033,Moos an Pflasterfuge,Leichter Moosbewuchs in den Pflasterfugen.,low,gering,gering,Außenbereich
AUSSEN-L-034,Kleine Kratzer am Geländer,Oberflächliche Kratzer am Außengeländer.,low,gering,gering,Außenbereich
AUSSEN-L-035,Verblasste Parkplatznummern,Parkplatznummern sind verblasst.,low,gering,gering,Außenbereich
AUSSEN-L-036,Leichte Verschmutzung an Leuchte,Außenleuchte ist leicht verschmutzt.,low,gering,gering,Außenbereich
AUSSEN-L-037,Patina an Außenmöbeln,Außenmöbel zeigen altersbedingte Patina.,low,gering,gering,Außenbereich
AUSSEN-L-038,Laubreste am Gehweg,Ein paar Laubreste liegen am Gehweg.,low,gering,gering,Außenbereich
AUSSEN-L-039,Verwitterte Holzbank,Holzbank wirkt optisch verwittert.,low,gering,gering,Außenbereich
AUSSEN-L-040,Leichte Rostpunkte am Zaun,Kleine Rostpunkte am Zaun sichtbar.,low,gering,gering,Außenbereich
AUSSEN-L-041,Kleine Flecken im Pflaster,"Kleine Flecken im Pflaster, nur optisch.",low,gering,gering,Außenbereich
AUSSEN-L-042,Leicht schiefes Schild,Ein Schild hängt minimal schief.,low,gering,gering,Außenbereich
AUSSEN-L-043,Staubbelag an Rampe,Rampe hat leichten Staubbelag.,low,gering,gering,Außenbereich
AUSSEN-L-044,Ausgeblichene Markierung am Weg,Wegmarkierung ist ausgeblichen.,low,gering,gering,Außenbereich
AUSSEN-L-045,Kleine Farbabplatzer an Bank,An der Bank sind kleine Farbabplatzer sichtbar.,low,gering,gering,Außenbereich
AUSSEN-L-046,Leichte Verschmutzung an Fassade,"Fassade ist leicht verschmutzt, optisch.",low,gering,gering,Außenbereich
AUSSEN-L-047,Unauffällige Risse in Asphalt,"Sehr kleine Risse im Asphalt, ohne Funktionseinbuße.",low,gering,gering,Außenbereich
AUSSEN-L-048,Moos an Treppenkante,Geringer Moosbewuchs an einer Treppenkante.,low,gering,gering,Außenbereich
AUSSEN-L-049,Verblasstes Hinweisschild,"Hinweisschild ist verblasst, aber erkennbar.",low,gering,gering,Außenbereich
AUSSEN-L-050,Allgemeine Gebrauchsspuren außen,Altersbedingte Gebrauchsspuren im Außenbereich sichtbar.,low,gering,gering,Außenbereich
REIN-H-001,Starke Verschmutzung Keller,Bereich stark verschmutzt; Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-002,Unrat/Abfall in Tiefgarage,Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr.,high,hoch,hoch,Reinigung
REIN-H-003,Ungeziefer durch Verschmutzung in Flur,Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Flur gesichtet.,high,hoch,hoch,Reinigung
REIN-H-004,Starke Verschmutzung Treppenhaus,Bereich stark verschmutzt; Glasscherben/Verletzungsgefahr.,high,hoch,hoch,Reinigung
REIN-H-005,Ungeziefer durch Verschmutzung in Gebäude,Aufgrund von Abfällen wurden starker Gestank im Bereich Gebäude gesichtet.,high,hoch,hoch,Reinigung
REIN-H-006,Ungeziefer durch Verschmutzung in Hof,Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Hof gesichtet.,high,hoch,hoch,Reinigung
REIN-H-007,Ungeziefer durch Verschmutzung in Außenbereich,Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Außenbereich gesichtet.,high,hoch,hoch,Reinigung
REIN-H-008,Hygienische Verunreinigung in Müllraum,Fäkalien/Erbrochenes vorhanden im Müllraum festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-009,Unrat/Abfall in Aufzug,Müll/Unrat liegt im Aufzug und verursacht Fäkalien/Erbrochenes vorhanden.,high,hoch,hoch,Reinigung
REIN-H-010,Hygienische Verunreinigung in Flur,Unfallgefahr im Flur festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-011,Ungeziefer durch Verschmutzung in Notausgang,Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Notausgang gesichtet.,high,hoch,hoch,Reinigung
REIN-H-012,Ungeziefer durch Verschmutzung in Außenbereich,Aufgrund von Abfällen wurden Unfallgefahr im Bereich Außenbereich gesichtet.,high,hoch,hoch,Reinigung
REIN-H-013,Ungeziefer durch Verschmutzung in Flur,Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Flur gesichtet.,high,hoch,hoch,Reinigung
REIN-H-014,Ungeziefer durch Verschmutzung in Notausgang,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Notausgang gesichtet.,high,hoch,hoch,Reinigung
REIN-H-015,Unrat/Abfall in Eingang,Müll/Unrat liegt im Eingang und verursacht Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-016,Starke Verschmutzung Tiefgarage,Bereich stark verschmutzt; Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-017,Rutschgefahr durch verschmiert in Außenbereich,Boden ist verschmiert und rutschig; gesundheitsgefährdende Zustände.,high,hoch,hoch,Reinigung
REIN-H-018,Unrat/Abfall in Notausgang,Müll/Unrat liegt im Notausgang und verursacht Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-019,Ungeziefer durch Verschmutzung in Müllraum,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Müllraum gesichtet.,high,hoch,hoch,Reinigung
REIN-H-020,Hygienische Verunreinigung in Außenbereich,Fluchtweg ist beeinträchtigt im Außenbereich festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-021,Rutschgefahr durch ölig in Tiefgarage,Boden ist ölig und rutschig; starker Gestank.,high,hoch,hoch,Reinigung
REIN-H-022,Rutschgefahr durch verschmiert in Eingang,Boden ist verschmiert und rutschig; Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-023,Unrat/Abfall in Flur,Müll/Unrat liegt im Flur und verursacht Fäkalien/Erbrochenes vorhanden.,high,hoch,hoch,Reinigung
REIN-H-024,Hygienische Verunreinigung in Technikbereich,Schimmelähnliche Ablagerungen im Technikbereich festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-025,Unrat/Abfall in Gemeinschaftsfläche,Müll/Unrat liegt im Gemeinschaftsfläche und verursacht Glasscherben/Verletzungsgefahr.,high,hoch,hoch,Reinigung
REIN-H-026,Rutschgefahr durch stark verschmutzt in Gemeinschaftszone,Boden ist stark verschmutzt und rutschig; Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-027,Rutschgefahr durch ölig in Technikraum,Boden ist ölig und rutschig; Glasscherben/Verletzungsgefahr.,high,hoch,hoch,Reinigung
REIN-H-028,Hygienische Verunreinigung in Gebäude,Unfallgefahr im Gebäude festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-029,Unrat/Abfall in Keller,Müll/Unrat liegt im Keller und verursacht gesundheitsgefährdende Zustände.,high,hoch,hoch,Reinigung
REIN-H-030,Hygienische Verunreinigung in Flur,Öl-/Chemiespur im Flur festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-031,Ungeziefer durch Verschmutzung in Außenbereich,Aufgrund von Abfällen wurden Fluchtweg ist beeinträchtigt im Bereich Außenbereich gesichtet. (wiederholt gemeldet),high,hoch,hoch,Reinigung
REIN-H-032,Starke Verschmutzung Treppenhaus,Bereich stark verschmutzt; Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-033,Rutschgefahr durch ölig in Keller,Boden ist ölig und rutschig; Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-034,Starke Verschmutzung Außenbereich,Bereich stark verschmutzt; Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-035,Ungeziefer durch Verschmutzung in Müllraum,Aufgrund von Abfällen wurden Unfallgefahr im Bereich Müllraum gesichtet.,high,hoch,hoch,Reinigung
REIN-H-036,Ungeziefer durch Verschmutzung in Gebäude,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Gebäude gesichtet.,high,hoch,hoch,Reinigung
REIN-H-037,Unrat/Abfall in Notausgang,Müll/Unrat liegt im Notausgang und verursacht starker Gestank.,high,hoch,hoch,Reinigung
REIN-H-038,Hygienische Verunreinigung in WC,starker Gestank im WC festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-039,Rutschgefahr durch nass in Notausgang,Boden ist nass und rutschig; Glasscherben/Verletzungsgefahr.,high,hoch,hoch,Reinigung
REIN-H-040,Ungeziefer durch Verschmutzung in Tiefgarage,Aufgrund von Abfällen wurden Unfallgefahr im Bereich Tiefgarage gesichtet.,high,hoch,hoch,Reinigung
REIN-H-041,Starke Verschmutzung Technikbereich,Bereich stark verschmutzt; gesundheitsgefährdende Zustände.,high,hoch,hoch,Reinigung
REIN-H-042,Ungeziefer durch Verschmutzung in Technikbereich,Aufgrund von Abfällen wurden gesundheitsgefährdende Zustände im Bereich Technikbereich gesichtet.,high,hoch,hoch,Reinigung
REIN-H-043,Ungeziefer durch Verschmutzung in Gebäude,Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Gebäude gesichtet.,high,hoch,hoch,Reinigung
REIN-H-044,Unrat/Abfall in Gemeinschaftszone,Müll/Unrat liegt im Gemeinschaftszone und verursacht Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-045,Hygienische Verunreinigung in Notausgang,Schimmelähnliche Ablagerungen im Notausgang festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-046,Unrat/Abfall in Tiefgarage,Müll/Unrat liegt im Tiefgarage und verursacht Unfallgefahr. (wiederholt gemeldet),high,hoch,hoch,Reinigung
REIN-H-047,Ungeziefer durch Verschmutzung in Treppenhaus,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Treppenhaus gesichtet.,high,hoch,hoch,Reinigung
REIN-H-048,Starke Verschmutzung Tiefgarage,Bereich stark verschmutzt; Unfallgefahr.,high,hoch,hoch,Reinigung
REIN-H-049,Starke Verschmutzung Tiefgarage,Bereich stark verschmutzt; starker Gestank.,high,hoch,hoch,Reinigung
REIN-H-050,Ungeziefer durch Verschmutzung in Flur,Aufgrund von Abfällen wurden Glasscherben/Verletzungsgefahr im Bereich Flur gesichtet.,high,hoch,hoch,Reinigung
REIN-H-051,Unrat/Abfall in Technikbereich,Müll/Unrat liegt im Technikbereich und verursacht gesundheitsgefährdende Zustände.,high,hoch,hoch,Reinigung
REIN-H-052,Hygienische Verunreinigung in Müllplatz,Glasscherben/Verletzungsgefahr im Müllplatz festgestellt; sofortige Reinigung erforderlich.,high,hoch,hoch,Reinigung
REIN-H-053,Unrat/Abfall in Gemeinschaftsraum,Müll/Unrat liegt im Gemeinschaftsraum und verursacht Unfallgefahr.,high,hoch,hoch,Reinigung
REIN-H-054,Rutschgefahr durch mit Laub bedeckt in Gemeinschaftsraum,Boden ist mit Laub bedeckt und rutschig; Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-055,Starke Verschmutzung Außenbereich,Bereich stark verschmutzt; Unfallgefahr.,high,hoch,hoch,Reinigung
REIN-H-056,Rutschgefahr durch ölig in Technikraum,Boden ist ölig und rutschig; Unfallgefahr.,high,hoch,hoch,Reinigung
REIN-H-057,Unrat/Abfall in Hof,Müll/Unrat liegt im Hof und verursacht Schimmelähnliche Ablagerungen.,high,hoch,hoch,Reinigung
REIN-H-058,Unrat/Abfall in Gemeinschaftsraum,Müll/Unrat liegt im Gemeinschaftsraum und verursacht Fluchtweg ist beeinträchtigt.,high,hoch,hoch,Reinigung
REIN-H-059,Starke Verschmutzung Tiefgarage,Bereich stark verschmutzt; Schimmelähnliche Ablagerungen.,high,hoch,hoch,Reinigung
REIN-H-060,Starke Verschmutzung Keller,Bereich stark verschmutzt; starker Gestank.,high,hoch,hoch,Reinigung
REIN-H-061,Unrat/Abfall in Tiefgarage,Müll/Unrat liegt im Tiefgarage und verursacht Öl-/Chemiespur.,high,hoch,hoch,Reinigung
REIN-H-062,Unrat/Abfall in Technikbereich,Müll/Unrat liegt im Technikbereich und verursacht Öl-/Chemiespur.,high,hoch,hoch,Reinigung
